id	level	simp	trad	pinyin	tones	pos	notationSimp	notationTrad	defs
L2-0221	2	合适	合適	hé shì	2,4	Adj	合适	合適	suitable; fitting; appropriate
L2-0222	2	河	河	hé	2	N	河	河	river (CL:條|条[tiao2],道[dao4]); (bound form) the Yellow River; (bound form) the Milky Way; (bound form) (on restaurant menus) rice noodles 河粉[he2 fen3]
L2-0223	2	黑	黑	hēi	1	Adj	黑	黑	black; dark; sinister; secret; shady; illegal; to hide (sth) away; to vilify; (loanword) to hack (computing)
L2-0224	2	黑板	黑板	hēi bǎn	1,3	N	黑板	黑板	blackboard; CL:塊|块[kuai4],個|个[ge4]
L2-0225	2	黑色	黑色	hēi sè	1,4	N	黑色	黑色	black
L2-0226	2	红	紅	hóng	2	Adj	红	紅	red; popular; revolutionary; bonus
L2-0227	2	红色	紅色	hóng sè	2,4	N	红色	紅色	red (color); revolutionary
L2-0228	2	后来	後來	hòu lái	4,2	N	后来	後來	afterwards; later; newly arrived
L2-0229	2	忽然	忽然	hū rán	1,2	Adv	忽然	忽然	suddenly; all of a sudden
L2-0230	2	湖	湖	hú	2	N	湖	湖	lake
L2-0231	2	护照	護照	hù zhào	4,4	N	护照	護照	passport; CL:本[ben3],個|个[ge4]
L2-0232	2	花	花	huā	1	V	花	花	flower; blossom; CL:朵[duo3],支[zhi1],束[shu4],把[ba3],盆[pen2],簇[cu4]; fancy pattern; florid; to spend (money, time); (coll.) lecherous; lustful
L2-0233	2	花园	花園	huā yuán	1,2	N	花园	花園	garden (for flowers, ornamental plants etc); (landscaped) park; yard with decorative plants; CL:座[zuo4]
L2-0234	2	画	畫	huà	4	V	画	畫	to draw; to paint; picture; painting (CL:幅[fu2],張|张[zhang1]); to draw (a line) (variant of 劃|划[hua4]); stroke of a Chinese character (variant of 劃|划[hua4]); (calligraphy) horizontal stroke (variant of 劃|划[hua4])
L2-0235	2	画家	畫家	huà jiā	4,1	N	画家	畫家	painter; CL:個|个[ge4]
L2-0236	2	画儿	畫兒	huà r	4,5	N	画儿	畫兒	picture; drawing; painting
L2-0237	2	坏处	壞處	huài chu	4,5	N	坏处	壞處	harm; troubles; CL:個|个[ge4]
L2-0238	2	坏人	壞人	huài rén	4,2	N	坏人	壞人	bad person; villain
L2-0239	2	欢迎	歡迎	huān yíng	1,2	V	欢迎	歡迎	to welcome; welcome
L2-0240	2	换	換	huàn	4	V	换	換	to exchange; to change (clothes etc); to substitute; to switch; to convert (currency)
L2-0241	2	黄	黃	huáng	2	Adj	黄	黃	yellow; pornographic; to fall through
L2-0242	2	黄色	黃色	huáng sè	2,4	N	黄色	黃色	yellow; vulgar; lewd; pornographic
L2-0243	2	回	回	huí	2	M	回	回	to go back; to return; to turn back; to turn around; to reply; to answer; classifier for literary divisions (acts of a play, sections or chapters of a classic book); classifier for occurrences or times
L2-0244	2	回国	回國	huí guó	2,2		回国	回國	to return to one's home country
L2-0245	2	会	會	huì	4	N	会	會	can; to have the skill; to know how to; to be likely to; to be sure to; to meet; to get together; meeting; gathering; (suffix) union; group; association; (bound form) a moment (Taiwan pr. [hui3])
L2-0246	2	活动	活動	huó dòng	2,4	V/N	活动	活動	to exercise; to move about; to work out; shaky; unsteady; loose (tooth etc); movable; flexible; liquid (capital etc); (volcanic, seismic, economic etc) activity; (outdoor etc) activity; event; (political) campaign; (military) maneuver (CL:項|项[xiang4]); to use personal influence, connections, bribes etc
L2-0247	2	或	或	huò	4	Conj	或	或	maybe; perhaps; might; possibly; or
L2-0248	2	或者	或者	huò zhě	4,3	Conj	或者	或者	or; possibly; maybe; perhaps
L2-0249	2	机会	機會	jī huì	1,4	N	机会	機會	opportunity; chance; occasion; CL:個|个[ge4]
L2-0250	2	鸡	雞	jī	1	N	鸡	雞	fowl; chicken; CL:隻|只[zhi1]; (slang) prostitute
L2-0251	2	级	級	jí	2	N	级	級	level; grade; rank; step (of stairs); CL:個|个[ge4]; classifier: step, level
L2-0252	2	急	急	jí	2	Adj	急	急	urgent; pressing; rapid; hurried; worried; to make (sb) anxious
L2-0253	2	计划	計劃	jì huà	4,4	N/V	计划	計劃	plan; project; program; to plan; to map out; CL:個|个[ge4],項|项[xiang4]
L2-0254	2	计算机	計算機	jì suàn jī	4,4,1	N	计算机	計算機	computer; (Tw) calculator; CL:臺|台[tai2]
L2-0255	2	加	加	jiā	1	V	加	加	to add; (math.) plus; to increase; to augment; (used before a disyllabic verb, often after an adverb like 不[bu4], 大[da4], 稍[shao1] etc, to indicate that the action applies to sth previously mentioned, as in 稍加改良[shao1 jia1 gai3 liang2] "make some minor improvements to (it)")
L2-0256	2	加油	加油	jiā yóu	1,2		加油	加油	to add oil; to top up with gas; to refuel; to accelerate; to step on the gas; (fig.) to make an extra effort; to cheer sb on
L2-0257	2	家	家	jiā	1	Suffix	家（科学家）	家（科學家）	home; family; (polite) my (sister, uncle etc); classifier for families or businesses; refers to the philosophical schools of pre-Han China; noun suffix for a specialist in some activity, such as a musician or revolutionary, corresponding to English -ist, -er, -ary or -ian; CL:個|个[ge4]
L2-0258	2	家庭	家庭	jiā tíng	1,2	N	家庭	家庭	family; household; CL:戶|户[hu4]
L2-0259	2	家长	家長	jiā zhǎng	1,3	N	家长	家長	head of a household; family head; patriarch; parent or guardian of a child
L2-0260	2	假	假	jiǎ	3	Adj	假	假	fake; false; artificial; to borrow; if; suppose
L2-0261	2	假期	假期	jià qī	4,1	N	假期	假期	vacation
L2-0262	2	检查	檢查	jiǎn chá	3,2	V/N	检查	檢查	inspection; to examine; to inspect; CL:次[ci4]
L2-0263	2	见到	見到	jiàn dào	4,4		见到	見到	to see
L2-0264	2	见过	見過	jiànguo			见过	見過	to have seen; to have met (experiential)
L2-0265	2	件	件	jiàn	4	M	件	件	item; component; classifier for events, things, clothes etc
L2-0266	2	健康	健康	jiàn kāng	4,1	Adj/N	健康	健康	health; healthy
L2-0267	2	讲	講	jiǎng	3	V	讲	講	to speak; to explain; to negotiate; to emphasize; to be particular about; as far as sth is concerned; speech; lecture
L2-0268	2	讲话	講話	jiǎng huà	3,4		讲话	講話	a speech; to speak; to talk; to address; CL:個|个[ge4]
L2-0269	2	交	交	jiāo	1	V	交	交	to hand over; to deliver; to pay (money); to turn over; to make friends; (of lines) to intersect; variant of 跤[jiao1]
L2-0270	2	交给	交給	jiāo gěi	1,3		交给	交給	to give; to deliver; to hand over
L2-0271	2	交朋友	交朋友	jiāo péng you	1,2,5		交朋友	交朋友	to make friends; (dialect) to start an affair with sb
L2-0272	2	交通	交通	jiāo tōng	1,1	N	交通	交通	to be connected; traffic; transportation; communications; liaison
L2-0273	2	角	角	jiǎo	3	M/N	角	角	angle; corner; horn; horn-shaped; unit of money equal to 0.1 yuan, or 10 cents (a dime); CL:個|个[ge4]
L2-0274	2	角度	角度	jiǎo dù	3,4	N	角度	角度	angle; (fig.) point of view
L2-0275	2	饺子	餃子	jiǎo zi	3,5	N	饺子	餃子	dumpling; pot-sticker; CL:個|个[ge4],隻|只[zhi1]
L2-0276	2	脚	腳	jiǎo	3	N	脚	腳	foot; leg (of an animal or an object); base (of an object); CL:雙|双[shuang1],隻|只[zhi1]; classifier for kicks
L2-0277	2	叫作	叫作	jiào zuò	4,4	V	叫作	叫作	to call; to be called
L2-0278	2	教师	教師	jiào shī	4,1	N	教师	教師	teacher; CL:個|个[ge4]
L2-0279	2	教室	教室	jiào shì	4,4	N	教室	教室	classroom; CL:間|间[jian1]
L2-0280	2	教学	教學	jiào xué	4,2	N	教学	教學	teaching; instruction; CL:次[ci4]
L2-0281	2	教育	教育	jiào yù	4,4	V/N	教育	教育	to educate; to teach; education
L2-0282	2	接	接	jiē	1	V	接	接	to receive; to answer (the phone); to meet or welcome sb; to connect; to catch; to join; to extend; to take one's turn on duty; to take over for sb
L2-0283	2	接到	接到	jiē dào	1,4		接到	接到	to receive (letter etc)
L2-0284	2	接受	接受	jiē shòu	1,4	V	接受	接受	to accept (a suggestion, punishment, bribe etc); to acquiesce
L2-0285	2	接下来	接下來	jiē xià lái	1,4,2		接下来	接下來	to accept; to take; next; following
L2-0286	2	接着	接著	jiē zhe	1,5	V/Adv	接着	接著	to catch and hold on; to continue; to go on to do sth; to follow; to carry on; then; after that; subsequently; to proceed; to ensue; in turn; in one's turn
L2-0287	2	街	街	jiē	1	N	街	街	street; CL:條|条[tiao2]
L2-0288	2	节	節	jié	2	N/M	节	節	joint; node; (bound form) section; segment; solar term (one of the 24 divisions of the year in the traditional Chinese calendar); seasonal festival; (bound form) to economize; to save; (bound form) moral integrity; chastity; classifier for segments: lessons, train wagons, biblical verses etc; knot (nautical miles per hour)
L2-0289	2	节目	節目	jié mù	2,4	N	节目	節目	(TV or radio) program; show; item; act; segment; number (on the program of a concert, variety show or cultural event); a planned activity (in one's schedule); CL:場|场[chang3],項|项[xiang4],臺|台[tai2],套[tao4],檔|档[dang4]
L2-0290	2	节日	節日	jié rì	2,4	N	节日	節日	holiday; festival; CL:個|个[ge4]
L2-0291	2	结果	結果	jié guǒ	2,3	N/Conj	结果	結果	outcome; result; consequence; in the end; as a result; to kill; to dispatch
L2-0292	2	借	借	jiè	4	V	借	借	to borrow; (used in combination with 給|给[gei3] or 出[chu1] etc) to lend; to make use of; to avail oneself of; (sometimes followed by 著|着[zhe5]) by; with
L2-0293	2	斤	斤	jīn	1	M	斤	斤	catty; (PRC) weight equal to 500 g; (Tw) weight equal to 600 g; (HK, Malaysia, Singapore) slightly over 604 g
L2-0294	2	今后	今後	jīn hòu	1,4	N	今后	今後	hereafter; henceforth; in the future; from now on
L2-0295	2	进入	進入	jìn rù	4,4	V	进入	進入	to enter; to join; to go into
L2-0296	2	进行	進行	jìn xíng	4,2	V	进行	進行	(of a process etc) to proceed; to be in progress; to be underway; (of people) to carry out; to conduct (an investigation or discussion etc); (of an army etc) to be on the march; to advance
L2-0297	2	近	近	jìn	4	Adj	近	近	near; close to; approximately
L2-0298	2	经常	經常	jīng cháng	1,2	Adv	经常	經常	frequently; constantly; regularly; often; day-to-day; everyday; daily
L2-0299	2	经过	經過	jīng guò	1,4	V/N	经过	經過	to pass; to go through; process; course; CL:個|个[ge4]
L2-0300	2	经理	經理	jīng lǐ	1,3	N	经理	經理	manager; director; CL:個|个[ge4],位[wei4],名[ming2]
L2-0301	2	酒	酒	jiǔ	3	N	酒	酒	wine (esp. rice wine); liquor; spirits; alcoholic beverage; CL:杯[bei1],瓶[ping2],罐[guan4],桶[tong3],缸[gang1]
L2-0302	2	酒店	酒店	jiǔ diàn	3,4	N	酒店	酒店	wine shop; pub (public house); hotel; restaurant; (Tw) hostess club
L2-0303	2	就要	就要	jiù yào	4,4	Adv	就要	就要	will; shall; to be going to
L2-0304	2	举	舉	jǔ	3	V	举	舉	to lift; to hold up; to cite; to enumerate; to act; to raise; to choose; to elect; act; move; deed
L2-0305	2	举手	舉手	jǔ shǒu	3,3	V	举手	舉手	to raise a hand; to put up one's hand (as signal)
L2-0306	2	举行	舉行	jǔ xíng	3,2	V	举行	舉行	to hold (a meeting, ceremony etc)
L2-0307	2	句	句	jù	4	M	句	句	sentence; clause; phrase; classifier for phrases or lines of verse
L2-0308	2	句子	句子	jù zi	4,5	N	句子	句子	sentence; CL:個|个[ge4]
L2-0309	2	卡	卡	kǎ	3	N	卡	卡	to stop; to block; (computing) (coll.) slow; (loanword) card; CL:張|张[zhang1],片[pian4]; truck (from "car"); calorie (abbr. for 卡路里[ka3 lu4 li3]); cassette
L2-0310	2	开机	開機	kāi jī	1,1		开机	開機	to start an engine; to boot up (a computer); to press Ctrl-Alt-Delete; to begin shooting a film or TV show
L2-0311	2	开心	開心	kāi xīn	1,1	Adj/V	开心	開心	to feel happy; to rejoice; to have a great time; to make fun of sb
L2-0312	2	开学	開學	kāi xué	1,2		开学	開學	(of a student) to start school; (of a semester) to begin; (old) to found a school; the start of a new term
L2-0313	2	看法	看法	kàn fǎ	4,3	N	看法	看法	way of looking at a thing; view; opinion; CL:個|个[ge4]
L2-0314	2	考生	考生	kǎo shēng	3,1	N	考生	考生	exam candidate; student whose name has been put forward for an exam
L2-0315	2	靠	靠	kào	4	V	靠	靠	to lean against or on; to stand by the side of; to come near to; to depend on; to trust; to fuck (vulgar); traditional military costume drama where the performers wear armor (old)
L2-0316	2	科	科	kē	1	N	科	科	branch of study; administrative section; division; field; branch; stage directions; family (taxonomy); rules; laws; to mete out (punishment); to levy (taxes etc); to fine sb; CL:個|个[ge4]
L2-0317	2	科学	科學	kē xué	1,2	N/Adj	科学	科學	science; scientific knowledge; scientific; rational; CL:門|门[men2],個|个[ge4],種|种[zhong3]
L2-0318	2	可爱	可愛	kě ài	3,4	Adj	可爱	可愛	adorable; cute; lovely
L2-0319	2	可能	可能	kě néng	3,2	V/Adj/N	可能	可能	might (happen); possible; probable; possibility; probability; maybe; perhaps; CL:個|个[ge4]
L2-0320	2	可怕	可怕	kě pà	3,4	Adj	可怕	可怕	awful; dreadful; fearful; formidable; frightful; scary; hideous; horrible; terrible; terribly
L2-0321	2	可是	可是	kě shì	3,4	Conj	可是	可是	but; however; (used for emphasis) indeed
L2-0322	2	可以	可以	kě yǐ	3,3	V	可以	可以	can; may; possible; able to; not bad; pretty good
L2-0323	2	克	克	kè	4	M	克	克	to be able to; to subdue; to restrain; to overcome; gram; Tibetan unit of land area, about 6 ares
L2-0324	2	刻	刻	kè	4	M	刻	刻	quarter (hour); moment; to carve; to engrave; to cut; oppressive; classifier for short time intervals
L2-0325	2	客人	客人	kè rén	4,2	N	客人	客人	visitor; guest; customer; client; CL:位[wei4]
L2-0326	2	课堂	課堂	kè táng	4,2	N	课堂	課堂	classroom (CL:間|间[jian1]); class session
L2-0327	2	空气	空氣	kōng qì	1,4	N	空气	空氣	air; atmosphere
L2-0328	2	哭	哭	kū	1	V	哭	哭	to cry; to weep
L2-0329	2	快餐	快餐	kuài cān	4,1	N	快餐	快餐	fast food; snack; quick meal
L2-0330	2	快点儿	快點兒	kuài diǎn r	4,3,5		快点儿	快點兒	erhua variant of 快點|快点[kuai4 dian3]
L2-0331	2	快乐	快樂	kuài lè	4,4	Adj	快乐	快樂	happy; joyful
L2-0332	2	快要	快要	kuài yào	4,4	Adv	快要	快要	nearly at the point of (doing sth); about to (do sth)
L2-0333	2	筷子	筷子	kuài zi	4,5	N	筷子	筷子	chopsticks; CL:對|对[dui4],根[gen1],把[ba3],雙|双[shuang1]
L2-0334	2	拉	拉	lā	1	V	拉	拉	to pull; to play (a bowed instrument); to drag; to draw; to chat; (coll.) to empty one's bowels
L2-0335	2	来自	來自	lái zì	2,4	V	来自	來自	to come from (a place); From: (in email header)
L2-0336	2	蓝	藍	lán	2	Adj	蓝	藍	blue; indigo plant
L2-0337	2	蓝色	藍色	lán sè	2,4	N	蓝色	藍色	blue (color)
L2-0338	2	篮球	籃球	lán qiú	2,2	N	篮球	籃球	basketball; CL:個|个[ge4],隻|只[zhi1]
L2-0339	2	老	老	lǎo	3	Adv	老	老	prefix used before the surname of a person or a numeral indicating the order of birth of the children in a family or to indicate affection or familiarity; old (of people); venerable (person); experienced; of long standing; always; all the time; of the past; very; outdated; (of meat etc) tough
L2-0340	2	老	老	lǎo	3	Prefix	老（老王）	老（老王）	prefix used before the surname of a person or a numeral indicating the order of birth of the children in a family or to indicate affection or familiarity; old (of people); venerable (person); experienced; of long standing; always; all the time; of the past; very; outdated; (of meat etc) tough
L2-0341	2	老年	老年	lǎo nián	3,2	N	老年	老年	elderly; old age; autumn of one's years
L2-0342	2	老朋友	老朋友	lǎo péng you	3,2,5		老朋友	老朋友	old friend; (slang) period; menstruation
L2-0343	2	老是	老是	lǎo shi	3,5	Adv	老是	老是	always
L2-0344	2	离	離	lí	2	V/Prep	离	離	to leave; to part from; to be away from; (in giving distances) from; without (sth); independent of; one of the Eight Trigrams 八卦[ba1 gua4], symbolizing fire; ☲
L2-0345	2	离开	離開	lí kāi	2,1		离开	離開	to depart; to leave
L2-0346	2	礼物	禮物	lǐ wù	3,4	N	礼物	禮物	gift; present; CL:件[jian4],份[fen4]
L2-0347	2	里头	裡頭	lǐ tou	3,5	N	里头	裡頭	inside; interior
L2-0348	2	理想	理想	lǐ xiǎng	3,3	N	理想	理想	an ideal; a dream; ideal; perfect
L2-0349	2	例如	例如	lì rú	4,2	V	例如	例如	for example; for instance; such as
L2-0350	2	例子	例子	lì zi	4,5	N	例子	例子	case; (for) instance; example; CL:個|个[ge4]
L2-0351	2	脸	臉	liǎn	3	N	脸	臉	face; CL:張|张[zhang1],個|个[ge4]
L2-0352	2	练	練	liàn	4	V	练	練	to practice; to train; to drill; to perfect (one's skill); exercise; (literary) white silk; to boil and scour raw silk
L2-0353	2	练习	練習	liàn xí	4,2	V/N	练习	練習	to practice; exercise; drill; practice; CL:個|个[ge4]
L2-0354	2	凉	涼	liáng	2	Adj	凉	涼	cool; cold
L2-0355	2	凉快	涼快	liáng kuai	2,5	Adj	凉快	涼快	pleasantly cool (weather etc); to cool oneself; to cool off; (Tw) (slang) (of clothing) scanty; revealing; (coll.) to stay out of it; to butt out
